set,slot_utc,robust,entry,entry_delay,spread,hour,r5,dOI,imb,liq,rng24,d_hi,d_lo,atr,mfe,t_mfe,mae,t_mae,fp0.5,fp1.0,n1,n5,n15,n30,n60
upside_buy,2026-08-25T13:30:00,0,79062.27,30.005,7.0,13.0,0.005,0.0028,-0.0386,0.0,72.035,0.3374,2.3218,219.19,311.29,58.2406,965.61,17.7641,fav,adv,124.33,-99.76,-607.01,-238.21,142.87
upside_buy,2026-08-25T17:30:00,0,79009.31,30.733,7.0,17.0,0.003,,0.2656,0.0,66.405,2.1595,1.6272,164.47,367.25,38.178,22.3,0.3842,fav,fav,10.15,49.21,129.25,206.19,169.05
upside_buy,2026-08-25T21:10:00,0,78219.25,30.089,7.0,21.0,0.0039,0.0003,-0.2931,0.0585,64.995,3.4608,1.7831,215.49,722.44,59.5475,30.37,0.1611,fav,fav,81.62,65.78,231.49,366.71,697.63
upside_buy,2026-08-26T02:25:00,0,79137.89,30.085,7.0,2.0,0.003,0.0008,-0.2098,5.8492,64.395,0.7898,3.6018,120.2807,96.1,3.2575,166.27,49.0699,fav,adv,30.12,39.91,11.63,-59.16,-122.36
upside_buy,2026-08-26T05:20:00,0,79034.59,31.207,7.0,5.0,0.0034,-0.0,0.3437,0.0,59.47,0.5711,2.863,142.8536,166.83,41.2508,229.43,59.7135,adv,fav,-72.23,-22.78,10.87,-75.07,-194.05
upside_buy,2026-08-26T13:30:00,0,78286.57,30.047,7.0,13.0,0.0036,0.0031,0.01,0.0416,56.24,0.8298,1.6564,238.7957,311.98,36.0847,181.36,17.7605,fav,fav,-20.57,131.99,56.94,202.3,-163.63
upside_buy,2026-08-26T15:05:00,0,77930.44,30.218,7.0,15.0,0.0034,-0.001,0.3988,0.0,56.04,3.3167,1.5409,202.4943,233.64,58.0976,222.49,5.3839,adv,adv,-21.28,-109.07,30.39,122.06,162.66
upside_buy,2026-08-26T16:45:00,0,78070.82,30.091,7.0,16.0,0.0028,-0.0013,0.1954,0.0189,55.01,0.7202,1.5454,146.0329,543.57,50.7341,117.32,6.986,adv,fav,25.47,-43.74,-21.64,190.3,348.85
upside_buy,2026-08-27T01:45:00,0,78962.57,30.596,7.0,1.0,0.0031,0.0018,0.0899,0.0,51.0,0.1466,2.8173,145.7507,55.24,1.0806,268.53,50.423,adv,adv,27.48,-6.7,-61.04,-149.36,-240.32
upside_buy,2026-08-27T08:00:00,0,79365.37,30.995,7.0,8.0,0.0044,,-0.1492,36.2307,47.47,1.3665,6.2583,101.9157,654.25,40.3766,99.59,0.4262,adv,fav,-66.56,419.88,92.03,405.61,362.7
upside_buy,2026-08-27T09:25:00,0,80354.4,30.483,7.0,9.0,0.0051,-0.0024,-0.1921,55.6711,48.61,0.9909,3.8277,178.72,54.53,1.5103,1019.7,56.3102,adv,adv,22.18,-156.76,-117.39,-429.16,-771.81
upside_buy,2026-08-27T13:50:00,0,79385.01,30.044,7.0,13.0,0.0034,-0.0021,0.3446,0.0,48.19,0.6679,2.9817,162.3514,1014.73,49.2218,44.65,1.6479,fav,fav,27.2,130.3,35.87,396.07,712.23
upside_buy,2026-08-28T01:15:00,0,81094.43,30.011,7.0,1.0,0.0028,0.0028,-0.4584,22.8155,49.57,-0.0376,4.2748,172.4271,413.03,12.8209,1048.42,57.9319,adv,fav,-29.44,-14.84,60.97,-325.28,-956.89
upside_buy,2026-08-28T04:10:00,0,79925.76,30.297,7.0,4.0,0.0027,-0.0088,-0.0572,0.0209,53.955,1.0411,2.3812,135.8893,54.24,3.8722,367.71,54.309,adv,adv,26.76,-32.72,-91.68,-228.58,-279.16
upside_buy,2026-08-28T13:50:00,0,79401.48,30.828,7.0,13.0,0.0027,0.0015,-0.2008,0.0053,48.49,0.58,2.4909,155.62,327.34,4.883,971.86,17.8095,fav,fav,29.79,144.54,-518.06,-588.18,77.84
upside_buy,2026-08-28T16:35:00,0,77876.8,30.079,7.0,16.0,0.0025,-0.0016,-0.216,0.6497,49.26,3.6155,2.8254,358.6764,249.35,39.3257,236.49,24.8211,adv,neither,-28.65,-57.54,-81.53,-83.0,-131.61
upside_buy,2026-08-28T17:45:00,0,77940.45,30.383,7.0,17.0,0.0024,0.0012,-0.2164,0.0,49.71,0.9805,1.5373,192.9586,52.57,0.4152,693.1,58.4362,adv,adv,10.26,-68.48,-52.81,-299.24,-651.03
upside_buy,2026-08-28T18:50:00,0,77445.04,30.317,7.0,18.0,0.0025,0.0018,0.4619,0.0,50.235,3.2253,1.2581,154.3579,371.25,25.6718,101.97,53.5588,fav,fav,13.57,120.71,216.25,287.53,-20.18
upside_buy,2026-08-29T14:40:00,0,77942.31,30.156,7.0,14.0,0.0022,-0.0033,-0.392,3.0208,28.04,1.2452,4.7005,63.9743,216.74,1.8911,136.39,46.3764,fav,fav,24.18,28.48,27.88,-22.16,-88.56
upside_buy,2026-08-30T12:05:00,0,78615.16,30.46,7.0,12.0,0.0041,-0.0068,-0.5515,4.4079,20.37,-0.0321,6.82,75.6086,240.63,22.631,140.82,10.7232,fav,fav,42.52,-25.5,-101.99,-40.77,59.38
upside_buy,2026-08-30T16:10:00,0,79218.16,30.246,7.0,16.0,0.0037,-0.0014,0.2218,15.4845,22.29,0.2334,4.2622,141.3386,188.46,42.2957,224.02,7.6175,adv,adv,-78.57,-185.97,-177.02,-47.78,-76.01
upside_buy,2026-08-30T20:45:00,0,78694.58,30.5,7.0,20.0,0.0023,-0.0046,0.5252,0.0,23.61,2.1045,2.5006,111.9871,45.59,2.9927,484.62,11.8711,adv,adv,-1.32,-18.43,-264.57,-96.06,-131.07
upside_buy,2026-08-30T23:50:00,0,77587.61,30.494,7.0,23.0,0.0027,0.0045,0.2008,0.1794,27.935,3.6221,2.375,255.0814,587.22,41.3031,165.39,14.6791,fav,fav,40.75,8.54,-134.75,368.52,391.17
upside_buy,2026-08-31T02:10:00,0,77892.79,30.87,7.0,2.0,0.0026,0.0019,-0.4509,0.025,32.9,0.589,2.2574,172.0407,51.28,2.0592,527.83,40.7435,adv,adv,8.08,-19.15,-46.65,-179.11,-265.55
upside_buy,2026-08-31T03:20:00,0,77725.59,30.28,7.0,3.0,0.0024,0.0004,0.3512,0.0,35.64,1.5064,2.7661,129.1107,139.1,20.4993,249.22,58.5953,adv,fav,-6.3,-48.43,29.07,29.71,-186.15
upside_buy,2026-08-31T05:15:00,0,78038.79,30.41,7.0,5.0,0.0035,0.0006,-0.3824,7.1915,37.545,0.1981,4.7837,124.0393,109.83,5.3951,207.34,46.2372,adv,adv,-34.24,70.63,0.32,-67.97,-7.19
upside_buy,2026-08-31T08:40:00,0,78346.21,30.436,7.0,8.0,0.0021,0.0012,-0.1054,5.6406,42.005,1.0005,3.2015,119.1171,438.97,23.7041,58.02,1.5943,fav,fav,-18.44,-15.25,107.12,233.7,374.5
upside_buy,2026-08-31T12:00:00,0,78522.57,30.215,7.0,12.0,0.0028,,0.0114,0.1004,46.04,1.4218,2.6855,106.9414,-7.0,0.0,857.29,35.8553,adv,adv,-30.58,-141.65,-139.79,-438.88,-488.75
upside_buy,2026-08-31T14:25:00,0,77986.12,30.55,7.0,14.0,0.0032,0.0025,-0.1328,0.0,48.375,1.0886,1.1105,257.7557,687.44,30.0267,45.28,1.9183,fav,fav,106.37,-15.96,531.99,654.99,426.52
upside_buy,2026-08-31T17:35:00,0,78793.26,30.294,7.0,17.0,0.0022,0.0014,0.1133,0.0,50.73,0.6385,2.1828,147.3514,284.68,38.6805,41.95,25.4442,fav,fav,59.76,90.52,122.28,38.5,186.06
upside_buy,2026-08-31T18:40:00,0,79080.44,30.353,7.0,18.0,0.0024,0.0015,-0.2361,8.6433,51.29,0.8851,2.1674,150.2371,171.35,28.7167,169.0,56.7225,adv,fav,-36.35,-57.22,-23.43,23.14,-126.34
upside_buy,2026-09-01T02:30:00,0,78384.24,30.146,7.0,2.0,0.0019,0.0009,-0.407,0.0,46.585,1.5507,1.9439,119.5229,361.68,59.658,94.53,2.5372,adv,fav,-44.52,-67.84,-7.62,60.14,308.22
upside_buy,2026-09-01T03:30:00,0,78704.46,30.159,7.0,3.0,0.003,0.0009,-0.2852,1.9974,46.125,0.4322,3.9536,104.0193,197.14,50.8899,92.28,38.4224,fav,fav,88.24,93.6,-20.35,-37.62,1.82
upside_buy,2026-09-01T05:00:00,0,78896.22,30.824,7.0,5.0,0.0023,-0.0001,0.0367,0.0,46.09,0.5237,2.8702,97.7414,308.51,50.4973,139.77,16.4167,fav,adv,5.73,-48.14,-93.36,127.26,163.62
upside_buy,2026-09-01T09:40:00,0,78003.19,30.011,7.0,9.0,0.0018,0.0015,0.0401,0.0,45.59,0.2573,2.14,117.255,170.82,56.2847,288.17,32.6874,adv,adv,-5.88,-80.99,-130.8,-128.9,99.15
upside_buy,2026-09-01T12:40:00,0,77918.97,30.509,7.0,12.0,0.002,0.0005,-0.2223,0.0054,45.425,1.8252,1.6339,135.5529,130.5,2.8212,530.29,21.3232,fav,adv,-7.37,55.84,39.02,-154.21,-26.31
upside_buy,2026-09-01T13:40:00,0,77904.66,30.768,7.0,13.0,0.0037,-0.0004,0.1357,0.891,45.3,0.6707,2.3176,221.1214,499.69,24.2457,91.88,0.1696,fav,fav,-24.02,209.32,172.46,387.4,436.6
upside_buy,2026-09-01T16:45:00,0,77579.24,30.114,7.0,16.0,0.0019,0.0019,-0.0022,0.0,44.5,3.0096,1.9241,164.4593,121.52,43.9042,269.42,56.2644,adv,adv,-26.88,23.98,-20.18,12.23,-155.08
upside_buy,2026-09-01T18:45:00,0,76833.52,31.659,7.0,18.0,0.0027,,0.0839,34.1608,44.305,2.9373,2.2507,205.7593,623.4,37.1982,21.6,0.0031,fav,fav,45.15,64.96,407.07,376.13,425.91
upside_buy,2026-09-01T20:10:00,0,77429.74,31.377,7.0,20.0,0.002,-0.0004,-0.0662,0.0,44.81,0.2328,2.5239,131.81,63.46,45.7428,410.16,57.3091,adv,adv,-73.42,-80.43,-72.81,-79.5,-370.91
upside_buy,2026-09-01T21:20:00,0,77193.45,30.82,7.0,21.0,0.0026,0.0019,0.0624,0.0,45.425,2.4111,2.5515,125.7707,87.6,38.5204,210.39,9.3756,adv,adv,12.31,-93.3,-87.82,7.58,-62.16
upside_buy,2026-09-01T22:45:00,0,77292.62,30.192,7.0,22.0,0.0021,0.0002,0.3195,0.0,46.07,0.1111,2.8749,106.8771,308.06,58.1677,127.29,14.6723,adv,adv,-31.19,-27.3,-106.31,-45.74,239.36
upside_buy,2026-09-02T01:55:00,0,77001.47,30.833,7.0,2.0,0.0025,0.0026,0.1536,0.0,47.245,2.5042,2.4913,132.6714,298.32,28.3912,110.74,5.0936,adv,fav,-51.57,-92.46,78.87,214.85,258.97
upside_buy,2026-09-02T03:00:00,0,77416.72,30.563,7.0,3.0,0.0019,0.0,-0.2108,2.0131,48.045,0.1794,3.9017,133.9136,341.96,21.0529,54.59,0.5828,fav,fav,-26.51,7.05,109.56,55.84,31.37
upside_buy,2026-09-02T09:00:00,0,76997.2,30.094,7.0,9.0,0.002,0.0029,-0.1951,0.0,46.9,3.8224,2.2623,134.4943,8.52,2.5533,567.94,40.8199,adv,adv,-52.35,-46.44,-132.34,-337.46,-396.04
upside_buy,2026-09-02T10:55:00,0,76653.18,30.459,7.0,11.0,0.0022,0.0049,0.2469,0.0,48.225,0.5259,3.4659,136.38,150.04,59.2802,345.44,26.0742,adv,adv,-70.54,-121.92,-8.17,-189.93,85.09
upside_buy,2026-09-02T13:00:00,0,76796.1,30.688,7.0,13.0,0.0024,0.0039,0.4537,0.0,49.37,1.662,1.813,130.7929,611.3,40.2548,233.11,32.4704,adv,adv,9.43,-55.72,-38.41,-111.01,245.97
upside_buy,2026-09-02T14:10:00,0,77262.99,30.09,7.0,14.0,0.0018,,-0.0111,0.0,48.925,0.6405,3.0162,230.9171,205.95,6.7362,567.63,58.2359,fav,adv,2.01,-13.9,-87.65,-34.42,-495.83
upside_buy,2026-09-02T15:15:00,0,76983.77,30.052,7.0,15.0,0.0039,0.0012,-0.0195,0.0,49.04,2.2951,1.3381,212.9214,536.34,59.821,88.88,1.2434,fav,fav,-48.51,-32.18,245.97,131.75,497.49
upside_buy,2026-09-02T17:40:00,0,77311.99,30.248,7.0,17.0,0.0021,0.0006,0.0829,0.0,49.55,0.1537,3.05,128.0529,185.48,33.3394,58.4,55.827,fav,fav,-8.6,31.52,13.3,94.49,-23.23
upside_buy,2026-09-02T20:00:00,0,77433.36,30.869,7.0,20.0,0.002,0.0011,-0.3649,0.0,47.2,0.2988,3.4039,102.6479,67.2,1.5669,256.87,13.2395,fav,adv,-13.36,-72.94,-197.44,11.2,-133.3
upside_buy,2026-09-02T21:35:00,0,77353.13,30.448,7.0,21.0,0.0019,-0.001,0.4346,0.0,46.87,1.0971,1.5415,91.65,55.15,4.7243,370.1,48.9661,fav,adv,-7.64,21.18,-48.42,-276.62,-245.34
upside_buy,2026-09-03T01:05:00,0,77237.88,30.219,7.0,1.0,0.0018,0.0019,0.0514,0.0,45.615,0.4562,2.745,112.9557,276.62,24.5666,46.71,0.3846,fav,fav,10.53,63.85,100.99,172.29,26.82
upside_buy,2026-09-03T02:10:00,0,77447.3,30.829,7.0,2.0,0.0029,0.002,-0.3754,0.0,45.285,0.4842,1.7013,146.0093,430.21,19.7226,58.44,4.955,fav,fav,-26.34,-56.11,66.73,257.59,307.95
upside_buy,2026-09-03T05:30:00,0,77337.55,30.262,7.0,5.0,0.0018,0.0005,0.0425,0.0,45.365,3.7239,2.2034,124.6714,479.21,24.5923,20.67,0.4129,fav,fav,-0.85,24.19,152.08,361.19,402.92
upside_buy,2026-09-03T07:00:00,0,78068.3,30.096,7.0,7.0,0.0042,,-0.3164,7.2081,45.79,0.4961,3.903,105.4921,78.71,0.4466,507.18,52.203,fav,adv,-37.36,-104.14,-176.42,-206.66,-144.39
upside_buy,2026-09-03T08:00:00,0,77936.35,30.066,7.0,8.0,0.0024,,-0.1196,0.0,46.785,1.3959,2.4229,153.4221,97.31,2.1717,222.92,46.3289,fav,adv,51.05,-39.55,-64.28,-41.06,-168.07
upside_buy,2026-09-03T10:50:00,0,77743.81,30.907,7.0,10.0,0.0019,0.0004,-0.2613,0.0,45.28,0.0244,2.8235,109.1293,230.88,50.9387,86.89,3.5248,adv,fav,-27.6,-62.09,-8.95,132.77,146.76
upside_buy,2026-09-03T12:30:00,0,78177.65,30.997,7.0,12.0,0.0043,-0.0024,0.3908,31.1771,44.91,1.9187,2.6127,130.4807,572.76,23.4214,16.49,0.0887,fav,fav,16.64,109.68,162.3,374.9,442.05
upside_buy,2026-09-03T14:20:00,0,79415.48,30.265,7.0,14.0,0.0045,0.0008,-0.1201,50.5852,45.28,0.2722,4.9436,199.9186,1546.25,38.5603,7.0,0.0,fav,fav,43.39,223.82,289.31,788.8,1249.89
upside_buy,2026-09-03T15:20:00,0,80677.37,30.587,7.0,15.0,0.0018,0.0032,-0.0472,5.8214,45.41,0.84,3.8959,342.695,695.73,33.9644,63.59,0.5155,fav,fav,-52.66,51.16,252.15,589.33,-41.52
upside_buy,2026-09-03T16:30:00,0,80846.07,30.652,7.0,16.0,0.0022,0.0017,0.001,0.0,46.165,2.1033,0.9296,252.2421,295.33,42.2151,96.93,8.4993,fav,fav,24.48,-13.67,144.55,139.93,253.98
upside_buy,2026-09-03T19:00:00,0,81582.02,30.042,7.0,19.0,0.0022,0.0009,-0.0763,5.7022,47.97,0.4308,4.5178,151.4507,230.55,51.7525,418.47,1.3008,adv,adv,-352.97,-275.09,-165.16,-167.71,8.59
upside_buy,2026-09-03T21:10:00,0,81561.98,30.724,7.0,21.0,0.0025,0.0009,0.1333,0.0,50.09,0.5561,1.6121,167.0993,743.56,19.1343,284.64,57.7751,fav,fav,20.35,35.94,322.09,-17.23,-173.49
upside_buy,2026-09-04T00:30:00,0,81315.6,30.507,7.0,0.0,0.002,0.0021,-0.2999,0.0,54.505,0.3238,1.6066,145.26,120.41,6.463,538.61,51.7151,fav,adv,2.54,93.3,-227.6,-381.93,-525.83
upside_buy,2026-09-04T12:50:00,0,79538.37,30.054,7.0,12.0,0.0021,-0.0031,-0.0111,0.102,56.21,5.3803,1.1281,339.0936,157.13,52.4503,569.05,40.9647,adv,adv,-173.81,-140.36,-309.66,-48.62,-251.8
upside_buy,2026-09-04T14:20:00,0,79319.34,30.285,7.0,14.0,0.0019,-0.0015,0.108,2.9929,57.5,1.3155,1.2006,288.6121,145.47,9.9102,685.24,24.6906,fav,adv,49.28,42.46,-38.4,-449.66,0.05
upside_buy,2026-09-04T15:35:00,0,79551.65,30.427,7.0,15.0,0.0021,0.002,0.1909,1.3226,56.605,-0.0095,4.1429,220.6314,277.2,53.0709,183.59,20.2898,adv,fav,-22.71,-25.64,-94.97,-90.09,181.47
upside_buy,2026-09-06T05:35:00,0,80064.24,30.206,7.0,5.0,0.0021,0.0002,-0.2529,10.1258,19.47,1.007,4.635,58.8671,33.82,1.1348,258.1,49.7099,fav,adv,13.8,-43.96,-79.57,-125.01,-243.17
upside_buy,2026-09-06T23:00:00,0,80249.62,30.245,7.0,23.0,0.0022,,-0.2857,15.3199,21.71,0.9961,4.7994,126.9021,318.37,41.0344,159.2,20.504,adv,adv,-82.32,-47.81,-32.15,-45.03,106.14
upside_buy,2026-09-07T02:35:00,0,80306.0,30.606,7.0,2.0,0.0045,0.0005,-0.0222,2.9633,24.705,1.204,4.9395,106.6443,67.37,0.8264,647.16,59.6603,fav,adv,37.3,-98.85,-231.37,-492.97,-645.72
upside_buy,2026-09-07T14:50:00,0,79206.62,30.869,7.0,14.0,0.002,0.0012,-0.4762,0.0,30.84,1.7343,2.3457,114.4643,8.46,1.4546,545.95,46.7636,adv,adv,-3.78,-38.48,-144.26,-153.79,-399.39
upside_buy,2026-09-07T22:45:00,0,78953.93,30.626,7.0,22.0,0.0016,0.0,0.331,0.0001,31.565,2.4262,1.7346,103.6757,238.57,59.1411,89.22,7.5287,adv,fav,-20.63,-29.47,-10.41,107.78,201.78
upside_buy,2026-09-08T00:30:00,0,79174.23,30.06,7.0,0.0,0.0021,0.0011,-0.0525,0.0,30.9,0.2329,2.4178,93.4864,273.51,47.675,32.64,0.9874,fav,fav,-37.63,26.93,58.14,131.21,134.02
upside_buy,2026-09-08T02:20:00,0,79417.21,31.26,7.0,2.0,0.0018,-0.0002,0.3119,0.2963,30.43,0.6071,2.0327,91.3714,1.15,0.0892,717.9,56.6768,adv,adv,-42.04,-201.79,-275.03,-457.95,-617.71
upside_buy,2026-09-08T03:30:00,0,78945.07,30.117,7.0,3.0,0.0018,0.0016,0.2052,0.0,30.415,2.1654,2.0179,120.0543,26.75,0.3049,222.58,50.0552,adv,adv,-13.15,-43.45,-51.08,-80.86,-154.73
upside_buy,2026-09-08T05:15:00,0,78852.85,30.704,7.0,5.0,0.002,0.0006,-0.1501,0.0,30.285,0.0584,2.9876,115.8114,-1.84,6.7802,458.93,59.9776,adv,adv,-47.89,-45.03,-213.07,-212.83,-430.98
upside_buy,2026-09-08T07:55:00,0,78373.69,30.621,7.0,8.0,0.0019,0.0014,0.1418,0.0,31.995,1.8035,2.0005,112.9771,187.61,45.263,123.45,1.7887,adv,adv,-53.84,-27.54,-6.43,53.07,-21.07
upside_buy,2026-09-08T13:55:00,0,77993.14,30.699,7.0,14.0,0.0017,0.0026,0.1107,0.0044,36.71,3.0245,2.2982,173.3229,612.8,49.0748,181.43,1.8161,adv,adv,-77.98,23.46,243.16,328.19,541.28
upside_buy,2026-09-08T18:05:00,0,78693.82,30.031,7.0,18.0,0.0016,0.0001,-0.2965,0.0,39.665,0.3107,2.0755,103.26,114.84,14.1549,438.4,42.5682,adv,fav,6.26,-20.08,55.09,-119.26,-269.25
upside_buy,2026-09-09T04:00:00,0,78933.1,30.226,7.0,4.0,0.0038,0.001,-0.2222,0.0113,39.265,0.0274,5.2017,77.115,264.96,39.601,202.2,5.5299,adv,adv,-40.56,-194.19,-149.98,-50.89,163.91
upside_buy,2026-09-09T05:10:00,0,79270.72,30.374,7.0,5.0,0.0019,0.0016,-0.4209,1.7035,39.3,0.606,4.2899,118.3907,84.86,1.5926,445.4,33.4392,fav,adv,26.7,24.0,-164.96,-373.67,-197.21
upside_buy,2026-09-09T06:10:00,0,79085.51,30.752,7.0,6.0,0.0019,0.0035,-0.5488,0.0,38.865,2.1929,2.0576,124.75,303.42,51.9589,11.82,0.089,fav,fav,0.25,65.89,105.15,60.6,189.92
upside_buy,2026-09-09T08:25:00,0,79633.32,30.086,7.0,8.0,0.0016,-0.0011,-0.2681,4.525,37.96,0.701,4.5128,105.2414,126.18,5.7327,234.3,59.6534,fav,fav,-20.92,57.91,-4.49,-9.85,-222.28
upside_buy,2026-09-09T11:45:00,0,79156.76,31.021,7.0,11.0,0.0017,0.0011,0.3339,0.0083,38.705,0.1167,3.6211,121.5393,460.71,59.5134,30.68,0.1623,fav,fav,169.9,99.37,111.56,204.91,431.13
upside_buy,2026-09-09T14:25:00,0,79227.28,30.418,7.0,14.0,0.0044,0.0006,-0.2475,0.0,38.735,1.9745,1.6751,226.0871,168.52,5.9279,1190.7,54.3452,fav,adv,-28.82,81.77,-283.83,-232.15,-899.87
upside_buy,2026-09-09T15:25:00,0,78339.41,30.525,7.0,15.0,0.0037,-0.0079,0.3211,0.0001,39.11,3.3929,0.9582,312.3814,434.63,34.1978,7.0,0.0,fav,fav,76.23,251.84,263.79,199.87,322.47
upside_buy,2026-09-09T16:25:00,0,78675.35,30.241,7.0,16.0,0.0016,-0.0,0.1451,0.0001,39.655,0.4635,1.6442,220.4786,265.71,3.6411,8.47,0.0168,fav,fav,25.62,130.03,68.75,87.84,143.26
upside_buy,2026-09-09T20:30:00,0,78308.62,31.012,7.0,20.0,0.0018,-0.0041,0.609,0.0,39.035,1.7796,3.2643,124.1829,22.57,30.0337,228.4,14.9043,adv,adv,-14.82,-27.48,-219.43,14.5,-155.37
upside_buy,2026-09-09T23:00:00,0,78110.66,30.389,7.0,23.0,0.0025,0.001,0.1082,0.0,40.19,0.0231,2.873,124.9486,255.04,59.6611,42.73,11.0464,fav,fav,0.6,62.31,11.72,108.07,205.62
upside_buy,2026-09-10T01:00:00,0,78332.6,30.618,7.0,1.0,0.0017,0.0004,-0.0934,0.0,40.92,0.3583,2.5236,102.1536,155.5,3.9367,410.01,34.1725,fav,fav,6.59,45.72,-127.96,-321.29,-318.68
upside_buy,2026-09-10T02:30:00,0,78131.58,30.782,7.0,2.0,0.0019,0.0009,0.0169,0.0,41.37,0.8738,1.736,118.3671,404.76,29.2591,39.61,1.336,fav,fav,-13.43,37.19,134.81,297.81,171.38
upside_buy,2026-09-10T05:10:00,0,78425.76,30.446,7.0,5.0,0.0019,,-0.4214,0.0,41.145,0.5534,2.384,78.2943,111.0,43.0701,156.47,59.2024,adv,adv,-74.43,-76.02,35.43,-32.84,-158.31
upside_buy,2026-09-10T06:45:00,0,78466.82,30.183,7.0,6.0,0.0032,0.0007,-0.1859,0.0,40.655,0.7619,3.5042,96.3921,33.47,0.2237,588.84,44.0402,adv,adv,22.47,-55.66,-303.65,-311.42,-424.31
upside_buy,2026-09-10T10:35:00,0,78001.79,30.694,7.0,10.0,0.0015,0.0001,0.4532,0.0,39.225,0.1636,2.3306,91.0871,26.49,55.332,347.94,24.2217,adv,adv,14.49,-38.5,-141.7,-188.49,-13.52
upside_buy,2026-09-10T13:00:00,0,77014.25,30.963,7.0,13.0,0.0018,0.004,-0.2002,0.0,39.76,3.8358,1.568,242.3307,301.72,56.8971,306.72,14.7902,adv,adv,-17.09,-9.2,-245.35,-173.22,146.52
upside_buy,2026-09-10T14:20:00,0,77309.4,30.23,7.0,14.0,0.0031,-0.0014,0.0156,0.0865,40.225,0.1193,2.7486,207.475,91.4,31.1942,214.66,59.9511,adv,adv,-106.06,-32.21,-100.33,33.47,-217.02
upside_buy,2026-09-10T15:35:00,0,77214.2,32.429,7.0,15.0,0.0016,0.0014,-0.0955,0.0,39.625,1.5534,1.2924,122.3793,68.84,20.5955,461.68,54.7127,adv,adv,-48.76,-24.98,-119.25,-310.54,-252.05
upside_buy,2026-09-10T16:35:00,0,76975.28,31.462,7.0,16.0,0.0024,0.0003,0.2776,0.5045,39.005,2.0765,1.4627,149.9,536.32,55.4749,47.1,3.1994,fav,fav,16.19,67.69,87.03,162.84,318.41
upside_buy,2026-09-10T18:50:00,0,77216.23,30.226,7.0,18.0,0.002,0.0002,-0.2247,0.0,39.475,1.4706,2.5357,107.7614,50.53,48.5597,174.4,55.8343,adv,adv,-14.54,-33.16,-60.71,-42.38,-117.99
upside_buy,2026-09-10T20:05:00,0,77261.9,30.714,7.0,20.0,0.0015,-0.0003,0.32,0.0,39.19,0.1323,2.2705,95.385,61.26,11.8698,69.98,38.058,fav,neither,-0.34,-0.04,-29.21,-35.03,-4.22
upside_buy,2026-09-10T22:45:00,0,76928.1,30.104,7.0,22.0,0.0014,0.0002,0.1717,0.0,37.365,2.9954,1.3633,91.4907,4.51,0.2019,499.03,24.5453,adv,adv,-26.38,-102.26,-91.49,-240.21,-229.91
upside_buy,2026-09-11T00:05:00,0,76798.37,30.092,7.0,0.0,0.0016,0.0021,-0.1443,0.0,38.95,0.0342,2.2803,160.42,181.11,54.3744,145.79,21.3085,adv,fav,-13.7,-0.45,-15.43,-58.47,127.37
upside_buy,2026-09-11T01:40:00,0,76861.23,30.417,7.0,1.0,0.0016,0.0002,-0.0777,0.0,38.85,1.0469,1.8818,116.2979,125.49,19.8838,127.51,42.032,adv,fav,-88.09,-12.23,94.89,58.75,-5.4
upside_buy,2026-09-11T04:25:00,0,77167.96,30.427,7.0,4.0,0.0013,-0.0022,-0.5381,0.1832,38.99,-0.0699,5.2806,94.3114,-1.62,0.3647,140.25,34.7333,adv,adv,-37.31,-85.21,-103.01,-104.85,-110.58
upside_buy,2026-09-11T06:10:00,0,77354.02,30.343,7.0,6.0,0.0016,0.0002,-0.1217,7.0916,38.375,0.8528,5.0376,61.7979,8.16,54.8696,216.87,19.7354,adv,adv,-17.31,-74.43,-147.67,-145.65,-63.32
upside_buy,2026-09-11T08:20:00,0,77386.61,30.193,7.0,8.0,0.0025,0.0003,-0.4204,0.0,36.9,0.7758,3.9236,71.3243,87.7,6.8495,220.44,59.6137,adv,adv,-70.1,-26.26,-26.09,-83.06,-207.33
upside_buy,2026-09-11T10:00:00,0,77089.94,30.094,7.0,10.0,0.0015,0.0006,-0.0092,0.0,36.78,2.5546,3.0206,84.5307,20.89,2.9589,248.64,59.2622,adv,adv,-8.24,-42.53,-27.19,-90.58,-216.0
upside_buy,2026-09-11T12:25:00,0,76288.13,30.046,7.0,12.0,0.0017,-0.0,-0.1113,2.3841,36.78,7.8515,2.0104,139.96,1826.66,20.8177,105.46,0.9243,fav,fav,-100.45,766.39,1330.41,1569.61,1351.95
upside_sell,2026-08-04T13:30:00,0,63910.3,30.985,7.0,13.0,0.0014,0.0,-0.0321,0.0808,29.06,0.7904,1.575,105.0429,369.81,25.0696,129.4,7.7514,adv,adv,-85.36,-102.15,76.43,95.14,35.49
upside_sell,2026-08-04T14:40:00,0,64022.75,30.337,7.0,14.0,0.0022,0.0005,-0.0942,2.676,29.0,0.5785,2.7105,179.2136,268.21,48.33,150.35,18.845,adv,fav,-37.38,6.96,-56.18,11.02,-33.81
upside_sell,2026-08-04T15:40:00,0,64043.3,30.082,7.0,15.0,0.0032,-0.001,-0.0991,0.0,28.775,1.0044,2.3241,125.7529,200.19,57.9296,135.9,3.7382,adv,adv,-86.32,-36.2,-37.67,65.08,131.75
